,City,Year
199,Montreal,1976.0
200,Montreal,1976.0
201,Montreal,1976.0
202,Montreal,1976.0
203,Montreal,1976.0
204,Montreal,1976.0
205,Montreal,1976.0
206,Montreal,1976.0
207,Montreal,1976.0
208,Montreal,1976.0
209,Montreal,1976.0
210,Montreal,1976.0
211,Montreal,1976.0
212,Montreal,1976.0
213,Montreal,1976.0
214,Montreal,1976.0
215,Montreal,1976.0
216,Montreal,1976.0
217,Montreal,1976.0
218,Montreal,1976.0
219,Montreal,1976.0
220,Montreal,1976.0
221,Montreal,1976.0
222,Montreal,1976.0
223,Montreal,1976.0
224,Montreal,1976.0
225,Montreal,1976.0
226,Montreal,1976.0
227,Montreal,1976.0
228,Montreal,1976.0
229,Montreal,1976.0
230,Montreal,1976.0
231,Montreal,1976.0
232,Montreal,1976.0
233,Montreal,1976.0
234,Montreal,1976.0
235,Montreal,1976.0
236,Montreal,1976.0
237,Montreal,1976.0
238,Montreal,1976.0
239,Montreal,1976.0
240,Montreal,1976.0
241,Montreal,1976.0
242,Montreal,1976.0
243,Montreal,1976.0
244,Montreal,1976.0
245,Montreal,1976.0
246,Montreal,1976.0
247,Montreal,1976.0
248,Montreal,1976.0
249,Montreal,1976.0
250,Montreal,1976.0
251,Montreal,1976.0
252,Montreal,1976.0
253,Montreal,1976.0
254,Montreal,1976.0
255,Montreal,1976.0
256,Montreal,1976.0
257,Montreal,1976.0
258,Montreal,1976.0
259,Montreal,1976.0
260,Montreal,1976.0
261,Montreal,1976.0
262,Montreal,1976.0
263,Montreal,1976.0
264,Montreal,1976.0
265,Montreal,1976.0
266,Montreal,1976.0
267,Montreal,1976.0
268,Montreal,1976.0
269,Montreal,1976.0
270,Montreal,1976.0
271,Montreal,1976.0
272,Montreal,1976.0
273,Montreal,1976.0
274,Montreal,1976.0
275,Montreal,1976.0
276,Montreal,1976.0
277,Montreal,1976.0
278,Montreal,1976.0
279,Montreal,1976.0
280,Montreal,1976.0
281,Montreal,1976.0
282,Montreal,1976.0
283,Montreal,1976.0
284,Montreal,1976.0
285,Montreal,1976.0
286,Montreal,1976.0
287,Montreal,1976.0
288,Montreal,1976.0
289,Montreal,1976.0
290,Montreal,1976.0
291,Montreal,1976.0
292,Montreal,1976.0
293,Montreal,1976.0
294,Montreal,1976.0
295,Montreal,1976.0
296,Montreal,1976.0
297,Montreal,1976.0
298,Montreal,1976.0
299,Montreal,1976.0
300,Montreal,1976.0
301,Montreal,1976.0
302,Montreal,1976.0
303,Montreal,1976.0
304,Montreal,1976.0
305,Montreal,1976.0
306,Montreal,1976.0
307,Montreal,1976.0
308,Montreal,1976.0
309,Montreal,1976.0
310,Montreal,1976.0
311,Montreal,1976.0
312,Montreal,1976.0
313,Montreal,1976.0
314,Montreal,1976.0
315,Montreal,1976.0
316,Montreal,1976.0
317,Montreal,1976.0
318,Montreal,1976.0
319,Montreal,1976.0
320,Montreal,1976.0
321,Montreal,1976.0
322,Montreal,1976.0
323,Montreal,1976.0
324,Montreal,1976.0
325,Montreal,1976.0
326,Montreal,1976.0
327,Montreal,1976.0
328,Montreal,1976.0
329,Montreal,1976.0
330,Montreal,1976.0
331,Montreal,1976.0
332,Montreal,1976.0
333,Montreal,1976.0
334,Montreal,1976.0
335,Montreal,1976.0
336,Montreal,1976.0
337,Montreal,1976.0
338,Montreal,1976.0
339,Montreal,1976.0
340,Montreal,1976.0
341,Montreal,1976.0
342,Montreal,1976.0
343,Montreal,1976.0
344,Montreal,1976.0
345,Montreal,1976.0
346,Montreal,1976.0
347,Montreal,1976.0
348,Montreal,1976.0
349,Montreal,1976.0
350,Montreal,1976.0
351,Montreal,1976.0
352,Montreal,1976.0
353,Montreal,1976.0
354,Montreal,1976.0
355,Montreal,1976.0
356,Montreal,1976.0
357,Montreal,1976.0
358,Montreal,1976.0
359,Montreal,1976.0
360,Montreal,1976.0
361,Montreal,1976.0
362,Montreal,1976.0
363,Montreal,1976.0
364,Montreal,1976.0
365,Montreal,1976.0
366,Montreal,1976.0
367,Montreal,1976.0
368,Montreal,1976.0
369,Montreal,1976.0
370,Montreal,1976.0
371,Montreal,1976.0
372,Montreal,1976.0
373,Montreal,1976.0
374,Montreal,1976.0
375,Montreal,1976.0
376,Montreal,1976.0
377,Montreal,1976.0
378,Montreal,1976.0
379,Montreal,1976.0
380,Montreal,1976.0
381,Montreal,1976.0
382,Montreal,1976.0
383,Montreal,1976.0
384,Montreal,1976.0
385,Montreal,1976.0
386,Montreal,1976.0
387,Montreal,1976.0
388,Montreal,1976.0
389,Montreal,1976.0
390,Montreal,1976.0
391,Montreal,1976.0
392,Montreal,1976.0
393,Montreal,1976.0
394,Montreal,1976.0
395,Montreal,1976.0
396,Montreal,1976.0
397,Montreal,1976.0
398,Montreal,1976.0
399,Montreal,1976.0
400,Montreal,1976.0
401,Montreal,1976.0
402,Montreal,1976.0
403,Montreal,1976.0
404,Montreal,1976.0
405,Montreal,1976.0
406,Montreal,1976.0
407,Montreal,1976.0
408,Montreal,1976.0
409,Montreal,1976.0
410,Montreal,1976.0
411,Montreal,1976.0
412,Montreal,1976.0
413,Montreal,1976.0
414,Montreal,1976.0
415,Montreal,1976.0
416,Montreal,1976.0
417,Montreal,1976.0
418,Montreal,1976.0
419,Montreal,1976.0
420,Montreal,1976.0
421,Montreal,1976.0
422,Montreal,1976.0
423,Montreal,1976.0
424,Montreal,1976.0
425,Montreal,1976.0
426,Montreal,1976.0
427,Montreal,1976.0
428,Montreal,1976.0
429,Montreal,1976.0
430,Montreal,1976.0
431,Montreal,1976.0
432,Montreal,1976.0
433,Montreal,1976.0
434,Montreal,1976.0
435,Montreal,1976.0
436,Montreal,1976.0
437,Montreal,1976.0
438,Montreal,1976.0
439,Montreal,1976.0
440,Montreal,1976.0
441,Montreal,1976.0
442,Montreal,1976.0
443,Montreal,1976.0
444,Montreal,1976.0
445,Montreal,1976.0
446,Montreal,1976.0
447,Montreal,1976.0
448,Montreal,1976.0
449,Montreal,1976.0
450,Montreal,1976.0
451,Montreal,1976.0
452,Montreal,1976.0
453,Montreal,1976.0
454,Montreal,1976.0
455,Montreal,1976.0
456,Montreal,1976.0
457,Montreal,1976.0
458,Montreal,1976.0
459,Montreal,1976.0
460,Montreal,1976.0
461,Montreal,1976.0
462,Montreal,1976.0
463,Montreal,1976.0
464,Montreal,1976.0
465,Montreal,1976.0
466,Montreal,1976.0
467,Montreal,1976.0
468,Montreal,1976.0
469,Montreal,1976.0
470,Montreal,1976.0
471,Montreal,1976.0
472,Montreal,1976.0
473,Montreal,1976.0
474,Montreal,1976.0
475,Montreal,1976.0
476,Montreal,1976.0
477,Montreal,1976.0
478,Montreal,1976.0
479,Montreal,1976.0
480,Montreal,1976.0
481,Montreal,1976.0
482,Montreal,1976.0
483,Montreal,1976.0
484,Montreal,1976.0
485,Montreal,1976.0
486,Montreal,1976.0
487,Montreal,1976.0
488,Montreal,1976.0
489,Montreal,1976.0
490,Montreal,1976.0
491,Montreal,1976.0
492,Montreal,1976.0
493,Montreal,1976.0
494,Montreal,1976.0
495,Montreal,1976.0
496,Montreal,1976.0
497,Montreal,1976.0
498,Montreal,1976.0
499,Montreal,1976.0
500,Montreal,1976.0
501,Montreal,1976.0
502,Montreal,1976.0
503,Montreal,1976.0
504,Montreal,1976.0
505,Montreal,1976.0
506,Montreal,1976.0
507,Montreal,1976.0
508,Montreal,1976.0
509,Montreal,1976.0
510,Montreal,1976.0
511,Montreal,1976.0
512,Montreal,1976.0
513,Montreal,1976.0
514,Montreal,1976.0
515,Montreal,1976.0
516,Montreal,1976.0
517,Montreal,1976.0
518,Montreal,1976.0
519,Montreal,1976.0
520,Montreal,1976.0
521,Montreal,1976.0
522,Montreal,1976.0
523,Montreal,1976.0
524,Montreal,1976.0
525,Montreal,1976.0
526,Montreal,1976.0
527,Montreal,1976.0
528,Montreal,1976.0
529,Montreal,1976.0
530,Montreal,1976.0
531,Montreal,1976.0
532,Montreal,1976.0
533,Montreal,1976.0
534,Montreal,1976.0
535,Montreal,1976.0
536,Montreal,1976.0
537,Montreal,1976.0
538,Montreal,1976.0
539,Montreal,1976.0
540,Montreal,1976.0
541,Montreal,1976.0
542,Montreal,1976.0
543,Montreal,1976.0
544,Montreal,1976.0
545,Montreal,1976.0
546,Montreal,1976.0
547,Montreal,1976.0
548,Montreal,1976.0
549,Montreal,1976.0
550,Montreal,1976.0
551,Montreal,1976.0
552,Montreal,1976.0
553,Montreal,1976.0
554,Montreal,1976.0
555,Montreal,1976.0
556,Montreal,1976.0
557,Montreal,1976.0
558,Montreal,1976.0
559,Montreal,1976.0
560,Montreal,1976.0
561,Montreal,1976.0
562,Montreal,1976.0
563,Montreal,1976.0
564,Montreal,1976.0
565,Montreal,1976.0
566,Montreal,1976.0
567,Montreal,1976.0
568,Montreal,1976.0
569,Montreal,1976.0
570,Montreal,1976.0
571,Montreal,1976.0
572,Montreal,1976.0
573,Montreal,1976.0
574,Montreal,1976.0
575,Montreal,1976.0
576,Montreal,1976.0
577,Montreal,1976.0
578,Montreal,1976.0
579,Montreal,1976.0
580,Montreal,1976.0
581,Montreal,1976.0
582,Montreal,1976.0
583,Montreal,1976.0
584,Montreal,1976.0
585,Montreal,1976.0
586,Montreal,1976.0
587,Montreal,1976.0
588,Montreal,1976.0
589,Montreal,1976.0
590,Montreal,1976.0
591,Montreal,1976.0
592,Montreal,1976.0
593,Montreal,1976.0
594,Montreal,1976.0
595,Montreal,1976.0
596,Montreal,1976.0
597,Montreal,1976.0
598,Montreal,1976.0
599,Montreal,1976.0
600,Montreal,1976.0
601,Montreal,1976.0
602,Montreal,1976.0
603,Montreal,1976.0
604,Montreal,1976.0
605,Montreal,1976.0
606,Montreal,1976.0
607,Montreal,1976.0
608,Montreal,1976.0
609,Montreal,1976.0
610,Montreal,1976.0
611,Montreal,1976.0
612,Montreal,1976.0
613,Montreal,1976.0
614,Montreal,1976.0
615,Montreal,1976.0
616,Montreal,1976.0
617,Montreal,1976.0
618,Montreal,1976.0
619,Montreal,1976.0
620,Montreal,1976.0
621,Montreal,1976.0
622,Montreal,1976.0
623,Montreal,1976.0
624,Montreal,1976.0
625,Montreal,1976.0
626,Montreal,1976.0
627,Montreal,1976.0
628,Montreal,1976.0
629,Montreal,1976.0
630,Montreal,1976.0
631,Montreal,1976.0
632,Montreal,1976.0
633,Montreal,1976.0
634,Montreal,1976.0
635,Montreal,1976.0
636,Montreal,1976.0
637,Montreal,1976.0
638,Montreal,1976.0
639,Montreal,1976.0
640,Montreal,1976.0
641,Montreal,1976.0
642,Montreal,1976.0
643,Montreal,1976.0
644,Montreal,1976.0
645,Montreal,1976.0
646,Montreal,1976.0
647,Montreal,1976.0
648,Montreal,1976.0
649,Montreal,1976.0
650,Montreal,1976.0
651,Montreal,1976.0
652,Montreal,1976.0
653,Montreal,1976.0
654,Montreal,1976.0
655,Montreal,1976.0
656,Montreal,1976.0
657,Montreal,1976.0
658,Montreal,1976.0
659,Montreal,1976.0
660,Montreal,1976.0
661,Montreal,1976.0
662,Montreal,1976.0
663,Montreal,1976.0
664,Montreal,1976.0
665,Montreal,1976.0
666,Montreal,1976.0
667,Montreal,1976.0
668,Montreal,1976.0
669,Montreal,1976.0
670,Montreal,1976.0
671,Montreal,1976.0
672,Montreal,1976.0
673,Montreal,1976.0
674,Montreal,1976.0
675,Montreal,1976.0
676,Montreal,1976.0
677,Montreal,1976.0
678,Montreal,1976.0
679,Montreal,1976.0
680,Montreal,1976.0
681,Montreal,1976.0
682,Montreal,1976.0
683,Montreal,1976.0
684,Montreal,1976.0
685,Montreal,1976.0
686,Montreal,1976.0
687,Montreal,1976.0
688,Montreal,1976.0
689,Montreal,1976.0
690,Montreal,1976.0
691,Montreal,1976.0
692,Montreal,1976.0
693,Montreal,1976.0
694,Montreal,1976.0
695,Montreal,1976.0
696,Montreal,1976.0
697,Montreal,1976.0
698,Montreal,1976.0
699,Montreal,1976.0
700,Montreal,1976.0
701,Montreal,1976.0
702,Montreal,1976.0
703,Montreal,1976.0
704,Montreal,1976.0
705,Montreal,1976.0
706,Montreal,1976.0
707,Montreal,1976.0
708,Montreal,1976.0
709,Montreal,1976.0
710,Montreal,1976.0
711,Montreal,1976.0
712,Montreal,1976.0
713,Montreal,1976.0
714,Montreal,1976.0
715,Montreal,1976.0
716,Montreal,1976.0
717,Montreal,1976.0
718,Montreal,1976.0
719,Montreal,1976.0
720,Montreal,1976.0
721,Montreal,1976.0
722,Montreal,1976.0
723,Montreal,1976.0
724,Montreal,1976.0
725,Montreal,1976.0
726,Montreal,1976.0
727,Montreal,1976.0
728,Montreal,1976.0
729,Montreal,1976.0
730,Montreal,1976.0
731,Montreal,1976.0
732,Montreal,1976.0
733,Montreal,1976.0
734,Montreal,1976.0
735,Montreal,1976.0
736,Montreal,1976.0
737,Montreal,1976.0
738,Montreal,1976.0
739,Montreal,1976.0
740,Montreal,1976.0
741,Montreal,1976.0
742,Montreal,1976.0
743,Montreal,1976.0
744,Montreal,1976.0
745,Montreal,1976.0
746,Montreal,1976.0
747,Montreal,1976.0
748,Montreal,1976.0
749,Montreal,1976.0
750,Montreal,1976.0
751,Montreal,1976.0
752,Montreal,1976.0
753,Montreal,1976.0
754,Montreal,1976.0
755,Montreal,1976.0
756,Montreal,1976.0
757,Montreal,1976.0
758,Montreal,1976.0
759,Montreal,1976.0
760,Montreal,1976.0
761,Montreal,1976.0
762,Montreal,1976.0
763,Montreal,1976.0
764,Montreal,1976.0
765,Montreal,1976.0
766,Montreal,1976.0
767,Montreal,1976.0
768,Montreal,1976.0
769,Montreal,1976.0
887,Montreal,1976.0
888,Montreal,1976.0
889,Montreal,1976.0
890,Montreal,1976.0
891,Montreal,1976.0
892,Montreal,1976.0
893,Montreal,1976.0
894,Montreal,1976.0
895,Montreal,1976.0
896,Montreal,1976.0
897,Montreal,1976.0
898,Montreal,1976.0
899,Montreal,1976.0
900,Montreal,1976.0
901,Montreal,1976.0
902,Montreal,1976.0
903,Montreal,1976.0
904,Montreal,1976.0
905,Montreal,1976.0
906,Montreal,1976.0
907,Montreal,1976.0
908,Montreal,1976.0
909,Montreal,1976.0
910,Montreal,1976.0
911,Montreal,1976.0
912,Montreal,1976.0
913,Montreal,1976.0
914,Montreal,1976.0
915,Montreal,1976.0
916,Montreal,1976.0
917,Montreal,1976.0
918,Montreal,1976.0
919,Montreal,1976.0
920,Montreal,1976.0
921,Montreal,1976.0
922,Montreal,1976.0
923,Montreal,1976.0
924,Montreal,1976.0
925,Montreal,1976.0
926,Montreal,1976.0
927,Montreal,1976.0
928,Montreal,1976.0
929,Montreal,1976.0
930,Montreal,1976.0
931,Montreal,1976.0
932,Montreal,1976.0
933,Montreal,1976.0
934,Montreal,1976.0
935,Montreal,1976.0
936,Montreal,1976.0
937,Montreal,1976.0
938,Montreal,1976.0
939,Montreal,1976.0
940,Montreal,1976.0
941,Montreal,1976.0
942,Montreal,1976.0
943,Montreal,1976.0
944,Montreal,1976.0
945,Montreal,1976.0
946,Montreal,1976.0
947,Montreal,1976.0
948,Montreal,1976.0
949,Montreal,1976.0
950,Montreal,1976.0
951,Montreal,1976.0
952,Montreal,1976.0
953,Montreal,1976.0
954,Montreal,1976.0
955,Montreal,1976.0
956,Montreal,1976.0
957,Montreal,1976.0
958,Montreal,1976.0
959,Montreal,1976.0
960,Montreal,1976.0
961,Montreal,1976.0
962,Montreal,1976.0
963,Montreal,1976.0
964,Montreal,1976.0
965,Montreal,1976.0
966,Montreal,1976.0
967,Montreal,1976.0
968,Montreal,1976.0
969,Montreal,1976.0
970,Montreal,1976.0
971,Montreal,1976.0
972,Montreal,1976.0
973,Montreal,1976.0
974,Montreal,1976.0
975,Montreal,1976.0
976,Montreal,1976.0
977,Montreal,1976.0
978,Montreal,1976.0
979,Montreal,1976.0
980,Montreal,1976.0
981,Montreal,1976.0
982,Montreal,1976.0
983,Montreal,1976.0
984,Montreal,1976.0
985,Montreal,1976.0
986,Montreal,1976.0
987,Montreal,1976.0
988,Montreal,1976.0
989,Montreal,1976.0
990,Montreal,1976.0
991,Montreal,1976.0
992,Montreal,1976.0
993,Montreal,1976.0
994,Montreal,1976.0
995,Montreal,1976.0
996,Montreal,1976.0
997,Montreal,1976.0
998,Montreal,1976.0
999,Montreal,1976.0
1000,Montreal,1976.0
1001,Montreal,1976.0
1002,Montreal,1976.0
1003,Montreal,1976.0
1004,Montreal,1976.0
1005,Montreal,1976.0
1006,Montreal,1976.0
1007,Montreal,1976.0
1008,Montreal,1976.0
1009,Montreal,1976.0
1010,Montreal,1976.0
1011,Montreal,1976.0
1012,Montreal,1976.0
1013,Montreal,1976.0
1014,Montreal,1976.0
1015,Montreal,1976.0
1016,Montreal,1976.0
1017,Montreal,1976.0
1018,Montreal,1976.0
1019,Montreal,1976.0
1020,Montreal,1976.0
1021,Montreal,1976.0
1022,Montreal,1976.0
1023,Montreal,1976.0
1024,Montreal,1976.0
1025,Montreal,1976.0
1026,Montreal,1976.0
1027,Montreal,1976.0
1028,Montreal,1976.0
1029,Montreal,1976.0
1030,Montreal,1976.0
1031,Montreal,1976.0
1032,Montreal,1976.0
1033,Montreal,1976.0
1034,Montreal,1976.0
1035,Montreal,1976.0
1036,Montreal,1976.0
1037,Montreal,1976.0
1038,Montreal,1976.0
1039,Montreal,1976.0
1040,Montreal,1976.0
1041,Montreal,1976.0
1042,Montreal,1976.0
1043,Montreal,1976.0
1044,Montreal,1976.0
1045,Montreal,1976.0
1046,Montreal,1976.0
1047,Montreal,1976.0
1048,Montreal,1976.0
1049,Montreal,1976.0
1050,Montreal,1976.0
1051,Montreal,1976.0
1052,Montreal,1976.0
1053,Montreal,1976.0
1054,Montreal,1976.0
1055,Montreal,1976.0
1056,Montreal,1976.0
1057,Montreal,1976.0
1058,Montreal,1976.0
1059,Montreal,1976.0
1060,Montreal,1976.0
1061,Montreal,1976.0
1062,Montreal,1976.0
1063,Montreal,1976.0
1064,Montreal,1976.0
1065,Montreal,1976.0
1066,Montreal,1976.0
1067,Montreal,1976.0
1068,Montreal,1976.0
1069,Montreal,1976.0
1070,Montreal,1976.0
1071,Montreal,1976.0
1072,Montreal,1976.0
1073,Montreal,1976.0
1074,Montreal,1976.0
1075,Montreal,1976.0
1076,Montreal,1976.0
1077,Montreal,1976.0
1078,Montreal,1976.0
1079,Montreal,1976.0
1080,Montreal,1976.0
1081,Montreal,1976.0
1082,Montreal,1976.0
1083,Montreal,1976.0
1084,Montreal,1976.0
1085,Montreal,1976.0
1086,Montreal,1976.0
1087,Montreal,1976.0
1088,Montreal,1976.0
1089,Montreal,1976.0
1090,Montreal,1976.0
1091,Montreal,1976.0
1092,Montreal,1976.0
1093,Montreal,1976.0
1094,Montreal,1976.0
1095,Montreal,1976.0
1096,Montreal,1976.0
1097,Montreal,1976.0
1098,Montreal,1976.0
1099,Montreal,1976.0
1100,Montreal,1976.0
1101,Montreal,1976.0
1102,Montreal,1976.0
1103,Montreal,1976.0
1104,Montreal,1976.0
1105,Montreal,1976.0
1106,Montreal,1976.0
1107,Montreal,1976.0
1108,Montreal,1976.0
1109,Montreal,1976.0
1110,Montreal,1976.0
1111,Montreal,1976.0
1112,Montreal,1976.0
1113,Montreal,1976.0
1114,Montreal,1976.0
1115,Montreal,1976.0
1116,Montreal,1976.0
1117,Montreal,1976.0
1118,Montreal,1976.0
1119,Montreal,1976.0
1120,Montreal,1976.0
1121,Montreal,1976.0
1122,Montreal,1976.0
1123,Montreal,1976.0
1124,Montreal,1976.0
1125,Montreal,1976.0
1126,Montreal,1976.0
1127,Montreal,1976.0
1128,Montreal,1976.0
1129,Montreal,1976.0
1130,Montreal,1976.0
1131,Montreal,1976.0
1132,Montreal,1976.0
1133,Montreal,1976.0
1134,Montreal,1976.0
1135,Montreal,1976.0
1136,Montreal,1976.0
1137,Montreal,1976.0
1138,Montreal,1976.0
1139,Montreal,1976.0
1140,Montreal,1976.0
1141,Montreal,1976.0
1142,Montreal,1976.0
1143,Montreal,1976.0
1144,Montreal,1976.0
1145,Montreal,1976.0
1146,Montreal,1976.0
1147,Montreal,1976.0
1148,Montreal,1976.0
1149,Montreal,1976.0
1150,Montreal,1976.0
1151,Montreal,1976.0
1152,Montreal,1976.0
1153,Montreal,1976.0
1154,Montreal,1976.0
1155,Montreal,1976.0
1156,Montreal,1976.0
1157,Montreal,1976.0
1158,Montreal,1976.0
1159,Montreal,1976.0
1160,Montreal,1976.0
1161,Montreal,1976.0
1162,Montreal,1976.0
1163,Montreal,1976.0
1164,Montreal,1976.0
1165,Montreal,1976.0
1166,Montreal,1976.0
1167,Montreal,1976.0
1168,Montreal,1976.0
1169,Montreal,1976.0
1170,Montreal,1976.0
1171,Montreal,1976.0
1172,Montreal,1976.0
1173,Montreal,1976.0
1174,Montreal,1976.0
1175,Montreal,1976.0
1176,Montreal,1976.0
1177,Montreal,1976.0
1178,Montreal,1976.0
1179,Montreal,1976.0
1180,Montreal,1976.0
1181,Montreal,1976.0
1182,Montreal,1976.0
1183,Montreal,1976.0
1184,Montreal,1976.0
1185,Montreal,1976.0
1186,Montreal,1976.0
1187,Montreal,1976.0
1188,Montreal,1976.0
1189,Montreal,1976.0
1190,Montreal,1976.0
1191,Montreal,1976.0
1192,Montreal,1976.0
1193,Montreal,1976.0
1194,Montreal,1976.0
1195,Montreal,1976.0
1196,Montreal,1976.0
1197,Montreal,1976.0
1198,Montreal,1976.0
1199,Montreal,1976.0
1200,Montreal,1976.0
1201,Montreal,1976.0
1202,Montreal,1976.0
1203,Montreal,1976.0
1204,Montreal,1976.0
1205,Montreal,1976.0
1206,Montreal,1976.0
1207,Montreal,1976.0
1208,Montreal,1976.0
1209,Montreal,1976.0
1210,Montreal,1976.0
1211,Montreal,1976.0
1212,Montreal,1976.0
1213,Montreal,1976.0
1214,Montreal,1976.0
1215,Montreal,1976.0
1216,Montreal,1976.0
1217,Montreal,1976.0
1218,Montreal,1976.0
1219,Montreal,1976.0
1220,Montreal,1976.0
1221,Montreal,1976.0
1222,Montreal,1976.0
1223,Montreal,1976.0
1224,Montreal,1976.0
1225,Montreal,1976.0
1226,Montreal,1976.0
1227,Montreal,1976.0
1228,Montreal,1976.0
1229,Montreal,1976.0
1230,Montreal,1976.0
1231,Montreal,1976.0
1232,Montreal,1976.0
1233,Montreal,1976.0
1234,Montreal,1976.0
1235,Montreal,1976.0
1236,Montreal,1976.0
1237,Montreal,1976.0
1238,Montreal,1976.0
1239,Montreal,1976.0
1240,Montreal,1976.0
1241,Montreal,1976.0
1242,Montreal,1976.0
1243,Montreal,1976.0
1244,Montreal,1976.0
1245,Montreal,1976.0
1246,Montreal,1976.0
1247,Montreal,1976.0
1248,Montreal,1976.0
1249,Montreal,1976.0
1250,Montreal,1976.0
1251,Montreal,1976.0
1252,Montreal,1976.0
1253,Montreal,1976.0
1254,Montreal,1976.0
1255,Montreal,1976.0
1256,Montreal,1976.0
1257,Montreal,1976.0
1258,Montreal,1976.0
1259,Montreal,1976.0
